child_id,family_id,child_name,first_name,last_name,gender,dob,race,ethnicity,birth_weight,special_needs_flag,guardian_email,enrollment_status,zip_code
CH_001864,FAM_001367,Danielle Freeman,Danielle,Freeman,M,2017-03-11,RaceB,Asian,4.17,1,rachelfrederick@example.com,Active,29931
CH_001865,FAM_000898,Christopher Johnson,Christopher,Johnson,M,2019-01-02,RaceC,Hispanic,4.75,1,joneserin@example.net,Waitlisted,12888
CH_001866,FAM_001797,Daniel Ho,Daniel,Ho,Other,2022-09-04,RaceB,White,2.28,0,waguilar@example.org,Active,49878
CH_001867,FAM_000992,John Thornton MD,John,MD,F,2024-06-24,RaceA,Black,2.7,0,katrina47@example.org,Waitlisted,59394
CH_001868,FAM_001535,Jessica Camacho,Jessica,Camacho,Other,2021-10-30,RaceC,Asian,3.01,0,bsantos@example.org,Waitlisted,13488
CH_001869,FAM_002159,Thomas James II,Thomas,II,F,2025-06-30,RaceB,Hispanic,3.34,1,balexander@example.net,Waitlisted,20098
CH_001870,FAM_001635,David Mathews,David,Mathews,F,2024-11-11,RaceB,Black,4.1,0,keithmichael@example.org,Inactive,38102
CH_001871,FAM_001640,Richard Marks,Richard,Marks,F,2020-04-18,RaceC,Black,4.44,1,iduran@example.com,Active,20719
CH_001872,FAM_001991,Tracey Odonnell,Tracey,Odonnell,M,2024-10-08,RaceB,White,4.23,0,brian27@example.org,Waitlisted,19038
CH_001873,FAM_000428,Noah Johnson,Noah,Johnson,Other,2023-06-29,RaceC,White,4.22,1,andreaward@example.net,Inactive,88379
CH_001874,FAM_001417,Andrea Hanson,Andrea,Hanson,F,2024-11-04,RaceA,Black,3.89,0,qjones@example.org,Waitlisted,32032
CH_001875,FAM_001337,Alexa Hawkins,Alexa,Hawkins,F,2019-10-07,RaceB,Asian,4.12,1,molly20@example.com,Inactive,89408
CH_001876,FAM_001070,Paul Odonnell,Paul,Odonnell,F,2025-02-18,RaceA,Asian,3.04,0,tgardner@example.net,Waitlisted,49878
CH_001877,FAM_001117,Kelli Gillespie,Kelli,Gillespie,M,2014-12-03,RaceA,Hispanic,2.02,1,kgreene@example.net,Active,17251
CH_001878,FAM_001708,Timothy Wood,Timothy,Wood,F,2015-05-24,RaceB,Hispanic,2.54,1,henry82@example.net,Waitlisted,04195
CH_001879,FAM_000065,Timothy Adkins,Timothy,Adkins,M,2025-01-17,RaceA,Asian,2.39,0,gonzalezdave@example.org,Inactive,07481
CH_001880,FAM_001414,Michael Duncan,Michael,Duncan,F,2018-12-01,RaceB,White,4.5,0,dperkins@example.com,Inactive,63492
CH_001881,FAM_001004,Amy Foster,Amy,Foster,F,2014-11-20,RaceC,Hispanic,3.86,0,marcwright@example.com,Active,94178
CH_001882,FAM_002400,Mr. Joseph Macdonald,Mr.,Macdonald,F,2016-05-31,RaceB,Asian,3.86,0,austinwebb@example.net,Waitlisted,13947
CH_001883,FAM_000632,Katie Anderson,Katie,Anderson,M,2017-03-16,RaceA,White,4.66,0,haydenstanley@example.net,Waitlisted,11183
CH_001884,FAM_001610,Erin Sellers,Erin,Sellers,Other,2016-06-24,RaceA,Non-Hispanic,2.2,0,madams@example.net,Active,25931
CH_001885,FAM_000168,Megan Price,Megan,Price,F,2022-07-12,RaceA,Asian,2.63,1,gjohnson@example.com,Waitlisted,75873
CH_001886,FAM_002520,Cameron Torres,Cameron,Torres,Other,2020-11-27,RaceC,Black,2.04,1,crystalsmith@example.com,Inactive,97316
CH_001887,FAM_001792,Regina White,Regina,White,Other,2015-01-28,RaceA,White,2.86,0,nfrench@example.net,Waitlisted,90339
CH_001888,FAM_001985,Joshua Hughes,Joshua,Hughes,F,2017-03-08,RaceA,Black,4.65,0,joseph24@example.net,Active,79755
CH_001889,FAM_001095,Joseph Olson,Joseph,Olson,F,2020-10-29,RaceB,Hispanic,4.65,0,lyoung@example.com,Inactive,32032
CH_001890,FAM_001651,Alvin Barry,Alvin,Barry,M,2017-10-04,RaceB,Asian,4.14,0,davidwright@example.com,Active,03996
CH_001891,FAM_002593,Benjamin Turner,Benjamin,Turner,M,2016-10-20,RaceB,Non-Hispanic,3.99,1,ephillips@example.net,Inactive,46745
CH_001892,FAM_002870,Eric Richards,Eric,Richards,M,2015-04-13,RaceA,Black,4.67,0,katie39@example.com,Active,58250
CH_001893,FAM_000565,Daniel Hernandez,Daniel,Hernandez,M,2017-12-08,RaceC,Asian,2.15,1,kaitlyn82@example.com,Active,26675
CH_001894,FAM_002031,Kimberly Rodriguez,Kimberly,Rodriguez,Other,2017-02-22,RaceA,Black,4.17,1,cmalone@example.com,Waitlisted,16842
CH_001895,FAM_000558,Patrick Powell,Patrick,Powell,F,2019-08-24,RaceB,White,3.42,0,jjohnson@example.org,Waitlisted,62426
CH_001896,FAM_000197,Amber Smith,Amber,Smith,F,2017-03-08,RaceC,Black,2.89,1,erinjohnson@example.net,Inactive,87481
CH_001897,FAM_002577,April Chapman,April,Chapman,M,2015-11-18,RaceB,White,3.92,0,tonya28@example.net,Active,73760
CH_001898,FAM_001363,Michael James,Michael,James,M,2016-11-16,RaceA,Asian,4.78,1,tsherman@example.net,Inactive,26675
CH_001899,FAM_000845,Brooke Marsh,Brooke,Marsh,M,2019-07-26,RaceC,Hispanic,2.24,0,stuartbrandon@example.net,Active,54882
CH_001900,FAM_001619,Linda Hayes,Linda,Hayes,M,2024-07-25,RaceB,White,2.68,0,ricardoparker@example.com,Active,84249
CH_001901,FAM_002854,Ashley Fitzgerald,Ashley,Fitzgerald,F,2022-07-11,RaceC,Hispanic,2.47,0,thompsonjohn@example.org,Active,58250
CH_001902,FAM_001225,Mrs. April Huerta,Mrs.,Huerta,F,2020-04-11,RaceB,Asian,2.4,1,david56@example.org,Active,31753
CH_001903,FAM_002557,Antonio Fox,Antonio,Fox,M,2021-03-06,RaceA,Black,4.62,1,michaelriddle@example.com,Waitlisted,41078
CH_001904,FAM_002349,Kevin Briggs,Kevin,Briggs,Other,2022-08-01,RaceC,Black,3.23,1,michaelspence@example.org,Active,11197
CH_001905,FAM_000258,Cheryl Olson,Cheryl,Olson,F,2018-09-18,RaceC,Hispanic,3.27,1,rcunningham@example.org,Active,93409
CH_001906,FAM_000439,Jennifer Washington,Jennifer,Washington,Other,2021-11-05,RaceB,Black,2.94,0,lisabryant@example.net,Waitlisted,60415
CH_001907,FAM_002455,Lisa Dean,Lisa,Dean,F,2020-09-19,RaceA,Non-Hispanic,2.72,0,richard31@example.org,Active,49878
CH_001908,FAM_002830,Michael Taylor,Michael,Taylor,M,2015-10-08,RaceC,White,4.52,0,alisonchan@example.net,Active,37864
CH_001909,FAM_000628,Amanda Carroll,Amanda,Carroll,M,2019-01-26,RaceA,Non-Hispanic,4.32,0,aaron81@example.com,Waitlisted,75267
CH_001910,FAM_002911,Marcus Delgado,Marcus,Delgado,F,2024-04-06,RaceC,White,3.68,1,laura95@example.com,Active,97333
CH_001911,FAM_002174,Robert Robinson,Robert,Robinson,M,2024-03-16,RaceB,Asian,2.26,0,ericayates@example.com,Active,92622
CH_001912,FAM_001430,Robert Jones,Robert,Jones,M,2024-08-08,RaceA,Hispanic,3.65,0,morgancristina@example.org,Active,47926
CH_001913,FAM_001675,Julie Sloan,Julie,Sloan,F,2024-03-23,RaceA,Asian,4.06,1,morganscott@example.net,Active,51875
CH_001914,FAM_001821,Amanda Johnson,Amanda,Johnson,F,2019-12-14,RaceA,Hispanic,4.14,1,bphillips@example.org,Inactive,17677
CH_001915,FAM_002567,Rebecca Sanders,Rebecca,Sanders,Other,2023-08-27,RaceC,Black,2.65,0,tshaffer@example.org,Active,00706
CH_001916,FAM_002797,Kevin Valdez,Kevin,Valdez,F,2018-10-12,RaceA,Non-Hispanic,2.75,0,donaldmack@example.com,Active,93745
CH_001917,FAM_000629,Joshua Flores,Joshua,Flores,Other,2023-06-15,RaceB,Black,2.59,0,benjamin38@example.org,Waitlisted,31648
CH_001918,FAM_002054,Zachary Jennings,Zachary,Jennings,Other,2022-11-30,RaceB,Asian,2.71,0,oparker@example.org,Waitlisted,92052
CH_001919,FAM_001493,Marissa Jensen,Marissa,Jensen,Other,2015-10-25,RaceB,Hispanic,3.3,1,maciasbobby@example.net,Waitlisted,11605
CH_001920,FAM_000175,Kenneth Lloyd,Kenneth,Lloyd,F,2018-01-28,RaceC,Non-Hispanic,3.37,0,brownsteve@example.net,Inactive,68052
CH_001921,FAM_000700,Mark Shaw,Mark,Shaw,Other,2023-08-27,RaceB,Hispanic,4.3,0,kprice@example.com,Waitlisted,44448
CH_001922,FAM_000351,Brian Johnson,Brian,Johnson,F,2020-02-23,RaceC,White,4.91,0,alicia02@example.net,Inactive,31849
CH_001923,FAM_001464,Kim Powell,Kim,Powell,Other,2022-07-04,RaceB,Non-Hispanic,4.83,0,daniel33@example.net,Waitlisted,88334
CH_001924,FAM_001315,Candace Williams,Candace,Williams,Other,2019-11-04,RaceA,Non-Hispanic,3.21,1,morganquinn@example.net,Inactive,55375
CH_001925,FAM_002960,Todd Ryan,Todd,Ryan,M,2016-05-26,RaceC,Asian,2.9,0,gcabrera@example.org,Inactive,50553
CH_001926,FAM_002659,Ashley Michael,Ashley,Michael,M,2018-12-22,RaceC,Non-Hispanic,4.83,1,melissa89@example.net,Inactive,31172
CH_001927,FAM_002689,Marcus Soto,Marcus,Soto,Other,2019-07-04,RaceA,Hispanic,2.85,0,grahamapril@example.org,Waitlisted,28575
CH_001928,FAM_000891,Jared Hammond,Jared,Hammond,M,2022-09-25,RaceA,Non-Hispanic,4.02,1,elizabeth61@example.com,Inactive,25667
CH_001929,FAM_002282,Timothy Farmer PhD,Timothy,PhD,F,2018-01-26,RaceA,Non-Hispanic,2.23,1,zgonzalez@example.net,Inactive,37744
CH_001930,FAM_001008,Joshua Watts,Joshua,Watts,M,2020-04-29,RaceB,White,2.87,0,williamskatelyn@example.net,Active,37433
CH_001931,FAM_000081,Lisa Scott,Lisa,Scott,Other,2015-09-05,RaceB,Hispanic,3.09,1,rodriguezbeth@example.org,Inactive,63492
CH_001932,FAM_002759,Gloria Garcia,Gloria,Garcia,M,2024-11-16,RaceA,Non-Hispanic,4.71,1,sabbott@example.com,Waitlisted,13947
CH_001933,FAM_002037,Courtney Craig,Courtney,Craig,F,2025-08-09,RaceA,White,2.26,0,ibrooks@example.com,Waitlisted,46745
CH_001934,FAM_001860,Wayne Wong,Wayne,Wong,F,2023-09-07,RaceC,Asian,4.01,0,julie41@example.net,Active,39271
CH_001935,FAM_001394,Keith Crane,Keith,Crane,Other,2022-02-05,RaceB,Asian,2.96,1,christinawilson@example.org,Inactive,81155
CH_001936,FAM_001311,Jeffrey Henderson,Jeffrey,Henderson,Other,2016-11-07,RaceC,Black,2.32,1,abentley@example.net,Waitlisted,83332
CH_001937,FAM_002249,Michelle Estrada,Michelle,Estrada,Other,2018-09-11,RaceC,Non-Hispanic,2.33,0,moralesjoshua@example.net,Active,31634
CH_001938,FAM_000569,Andrea Taylor,Andrea,Taylor,Other,2015-09-30,RaceB,Black,2.22,0,taylorerin@example.com,Waitlisted,91313
CH_001939,FAM_000366,Jasmin Gray,Jasmin,Gray,Other,2023-04-26,RaceA,Black,3.19,0,carriedavis@example.net,Active,81507
CH_001940,FAM_000651,Herbert Dorsey,Herbert,Dorsey,Other,2020-03-02,RaceC,Non-Hispanic,4.87,0,edwardsjonathan@example.net,Active,21513
CH_001941,FAM_001583,Jasmin Stevens,Jasmin,Stevens,M,2022-10-14,RaceC,Asian,3.81,0,joseph75@example.net,Active,32212
CH_001942,FAM_000748,William Marsh,William,Marsh,F,2018-02-04,RaceC,Hispanic,3.98,1,lawrencemalone@example.com,Active,37847
CH_001943,FAM_001708,Brianna Davidson,Brianna,Davidson,F,2022-07-07,RaceC,Asian,2.45,0,hbrooks@example.com,Waitlisted,70494
CH_001944,FAM_001065,Amber Huff,Amber,Huff,Other,2015-07-23,RaceC,White,4.85,0,daniel56@example.org,Active,18641
CH_001945,FAM_000892,Nicholas Johnson,Nicholas,Johnson,M,2018-01-18,RaceB,Black,4.38,0,nathan53@example.net,Inactive,54882
CH_001946,FAM_002488,Patricia Thompson,Patricia,Thompson,F,2019-10-08,RaceA,Asian,2.55,0,elopez@example.net,Active,38263
CH_001947,FAM_001519,Amber Roach,Amber,Roach,F,2014-12-09,RaceB,White,4.79,1,kristy33@example.net,Waitlisted,97333
CH_001948,FAM_001629,Laura Garcia,Laura,Garcia,M,2020-12-08,RaceB,Black,2.19,1,ricardo07@example.net,Waitlisted,58723
CH_001949,FAM_001957,Sherri Wilson,Sherri,Wilson,F,2019-02-03,RaceC,Hispanic,3.86,0,christopherhill@example.com,Inactive,17677
CH_001950,FAM_002627,Mr. Christopher Beck,Mr.,Beck,Other,2018-11-05,RaceC,Asian,4.23,0,garrett95@example.org,Active,88379
CH_001951,FAM_002098,Sarah Davis,Sarah,Davis,M,2016-09-12,RaceA,Hispanic,3.74,0,adam19@example.net,Inactive,37864
CH_001952,FAM_001094,Gregory Terry,Gregory,Terry,M,2020-12-20,RaceB,Non-Hispanic,4.73,1,william46@example.com,Inactive,38263
CH_001953,FAM_001182,Nancy Clark,Nancy,Clark,Other,2019-09-28,RaceB,White,3.03,0,vanessahernandez@example.net,Waitlisted,67787
CH_001954,FAM_001620,Elizabeth Ritter DVM,Elizabeth,DVM,M,2021-08-22,RaceC,Asian,4.03,0,sancheznathaniel@example.org,Active,43555
CH_001955,FAM_000011,Matthew Pena,Matthew,Pena,M,2025-06-17,RaceA,Asian,4.97,0,kristylopez@example.org,Inactive,42271
CH_001956,FAM_001827,Vicki Powell,Vicki,Powell,M,2020-09-16,RaceB,Asian,2.63,1,cherylbecker@example.net,Active,56762
CH_001957,FAM_002299,Vanessa Cooper,Vanessa,Cooper,Other,2025-07-03,RaceB,White,3.95,0,sbaldwin@example.org,Inactive,37847
CH_001958,FAM_002497,Angela Calderon,Angela,Calderon,F,2018-08-21,RaceB,White,2.13,0,erica13@example.net,Waitlisted,95821
CH_001959,FAM_000092,David Castro,David,Castro,F,2021-11-05,RaceC,Non-Hispanic,4.72,0,hayeslindsay@example.org,Inactive,89153
CH_001960,FAM_001969,Autumn Gillespie,Autumn,Gillespie,M,2019-11-26,RaceA,White,2.12,1,williscindy@example.com,Waitlisted,86491
CH_001961,FAM_001407,Sarah Frazier PhD,Sarah,PhD,M,2016-07-17,RaceC,Asian,4.04,0,dschmitt@example.org,Waitlisted,07340
CH_001962,FAM_000337,Elizabeth Gillespie,Elizabeth,Gillespie,M,2018-01-10,RaceB,Non-Hispanic,3.8,0,scottamber@example.org,Inactive,49516
CH_001963,FAM_002730,Sarah Golden,Sarah,Golden,M,2018-02-14,RaceC,Non-Hispanic,3.55,1,joshuasanchez@example.com,Inactive,38263
CH_001964,FAM_002305,Travis Peters,Travis,Peters,F,2022-04-24,RaceC,Asian,2.23,1,danielteresa@example.net,Waitlisted,37864
CH_001965,FAM_002855,James Moore,James,Moore,F,2022-01-18,RaceA,White,2.02,0,reginalddalton@example.org,Waitlisted,67787
CH_001966,FAM_002333,Brady Moore Jr.,Brady,Jr.,Other,2018-04-25,RaceA,Asian,2.47,1,danielle52@example.com,Inactive,79498
CH_001967,FAM_000410,Mariah Torres,Mariah,Torres,F,2020-10-01,RaceB,White,2.44,1,brewerbryce@example.com,Waitlisted,89417
CH_001968,FAM_002487,Rachael Davis,Rachael,Davis,F,2025-09-21,RaceB,White,4.39,0,charlescross@example.net,Inactive,19038
CH_001969,FAM_002068,Louis Johnson,Louis,Johnson,M,2017-01-21,RaceA,White,3.96,0,andrewkrueger@example.org,Inactive,04195
CH_001970,FAM_000265,Paula Garcia,Paula,Garcia,Other,2024-08-11,RaceA,White,4.65,0,melindaphelps@example.com,Active,20719
CH_001971,FAM_001869,Jacqueline Roberts,Jacqueline,Roberts,M,2018-08-27,RaceB,Hispanic,4.02,0,kristophermarshall@example.net,Waitlisted,11197
CH_001972,FAM_001980,Christopher Gill,Christopher,Gill,M,2021-05-14,RaceC,Black,4.45,0,hobbsshelly@example.com,Active,24204
CH_001973,FAM_001535,Jerome Logan,Jerome,Logan,F,2020-08-05,RaceC,White,2.9,0,scott17@example.net,Waitlisted,31849
CH_001974,FAM_001517,Vickie Carrillo,Vickie,Carrillo,F,2020-08-30,RaceC,Asian,4.22,1,dmorrison@example.net,Active,07340
CH_001975,FAM_000281,Angela Henry,Angela,Henry,Other,2022-01-24,RaceA,Non-Hispanic,3.56,1,blakelaura@example.net,Active,95027
CH_001976,FAM_000628,Cody Mcbride,Cody,Mcbride,M,2024-11-08,RaceA,Asian,4.4,1,christopher40@example.org,Inactive,10885
CH_001977,FAM_002346,Mr. Maurice Martinez,Mr.,Martinez,F,2020-10-03,RaceB,White,2.27,0,lclark@example.net,Inactive,54882
CH_001978,FAM_002776,Brianna Walls,Brianna,Walls,M,2023-11-09,RaceB,Asian,4.67,0,gvazquez@example.org,Active,55528
CH_001979,FAM_002819,Lindsey Mckinney,Lindsey,Mckinney,M,2024-07-30,RaceB,Non-Hispanic,2.93,0,clarkchristina@example.com,Waitlisted,86558
CH_001980,FAM_001136,Mary Brown,Mary,Brown,M,2019-07-27,RaceB,Non-Hispanic,2.37,0,danielle08@example.org,Waitlisted,13757
CH_001981,FAM_001225,Darin Abbott,Darin,Abbott,F,2018-01-14,RaceA,White,3.53,1,millerdalton@example.net,Waitlisted,25931
CH_001982,FAM_000394,Alexis Martin,Alexis,Martin,M,2020-01-25,RaceA,Black,3.61,1,samanthagarrett@example.org,Active,69636
CH_001983,FAM_001257,Miss Brandi Stone,Miss,Stone,F,2022-02-02,RaceA,Asian,2.92,0,hoodbenjamin@example.com,Inactive,63492
CH_001984,FAM_002475,William Donaldson,William,Donaldson,F,2017-05-15,RaceC,Hispanic,4.82,1,april08@example.com,Active,68052
CH_001985,FAM_000677,Erica Brewer,Erica,Brewer,M,2015-06-28,RaceA,Non-Hispanic,2.75,0,boonebrenda@example.net,Waitlisted,18641
CH_001986,FAM_001389,Christopher Chapman,Christopher,Chapman,Other,2025-06-07,RaceB,Hispanic,3.02,0,davidmayo@example.com,Active,49873
CH_001987,FAM_000844,Elizabeth Peterson,Elizabeth,Peterson,M,2023-05-03,RaceC,White,3.46,1,cherrera@example.org,Active,41163
CH_001988,FAM_002754,Jeff Golden,Jeff,Golden,F,2018-10-07,RaceA,Hispanic,2.42,0,philip20@example.net,Active,59342
CH_001989,FAM_000411,Alisha Woodward,Alisha,Woodward,F,2017-01-18,RaceA,Hispanic,3.79,1,patriciabray@example.net,Inactive,26675
CH_001990,FAM_001760,Michelle Wilson,Michelle,Wilson,Other,2023-03-22,RaceC,White,2.9,1,nlee@example.com,Waitlisted,91313
CH_001991,FAM_001129,Charles Bryant,Charles,Bryant,F,2020-07-08,RaceC,Hispanic,4.42,1,smithandrew@example.net,Active,76881
CH_001992,FAM_002540,Carly Cole,Carly,Cole,F,2023-11-13,RaceB,Black,3.5,1,stephen85@example.com,Inactive,94818
CH_001993,FAM_002218,Patrick Myers,Patrick,Myers,M,2017-06-08,RaceB,Asian,3.65,1,brandonspence@example.org,Active,31404
CH_001994,FAM_000729,Cory Larsen,Cory,Larsen,Other,2020-07-21,RaceB,White,3.43,1,gmartinez@example.net,Waitlisted,57841
CH_001995,FAM_002130,Lisa Bush,Lisa,Bush,F,2016-12-07,RaceB,Black,3.5,0,dthompson@example.com,Waitlisted,20809
CH_001996,FAM_002757,Daniel Gibson,Daniel,Gibson,M,2019-08-24,RaceB,Non-Hispanic,2.47,1,alfred44@example.com,Inactive,48250
CH_001997,FAM_001002,Gerald Martin,Gerald,Martin,F,2025-08-05,RaceA,Hispanic,3.75,1,tsullivan@example.com,Active,48027
CH_001998,FAM_002120,Heather Rodriguez,Heather,Rodriguez,M,2018-11-09,RaceC,Hispanic,3.52,0,abenitez@example.com,Active,55997
CH_001999,FAM_002639,John Austin,John,Austin,F,2019-03-08,RaceC,Hispanic,3.92,0,johnsonricky@example.org,Inactive,55528
CH_002000,FAM_001378,Jessica Barker,Jessica,Barker,M,2016-07-29,RaceA,Asian,2.24,1,williamjacobs@example.org,Active,40984
CH_002001,FAM_002716,Douglas Carr,Douglas,Carr,Other,2021-05-04,RaceC,White,3.81,0,ocollins@example.net,Waitlisted,31849
CH_002002,FAM_002337,Robert Jones,Robert,Jones,Other,2018-04-25,RaceB,Black,3.12,1,ellismolly@example.org,Inactive,28575
CH_002003,FAM_001950,Anthony Jackson,Anthony,Jackson,M,2018-08-24,RaceA,Non-Hispanic,4.74,0,audrey19@example.net,Inactive,31404
CH_002004,FAM_001115,William Fox,William,Fox,M,2020-04-07,RaceB,Non-Hispanic,3.79,1,david71@example.net,Inactive,37433
CH_002005,FAM_001803,Steven Jones,Steven,Jones,M,2015-03-20,RaceB,Black,2.28,0,sara40@example.org,Inactive,49873
CH_002006,FAM_001823,Marissa Odom,Marissa,Odom,M,2016-03-28,RaceA,Hispanic,2.88,0,carolmiller@example.com,Inactive,38263
CH_002007,FAM_001780,Margaret Williams,Margaret,Williams,F,2024-03-08,RaceB,White,2.72,0,stephen38@example.com,Active,66300
CH_002008,FAM_001436,Jeffrey Gray,Jeffrey,Gray,F,2023-10-24,RaceA,White,3.78,1,michael73@example.net,Waitlisted,43555
CH_002009,FAM_001554,Jessica Thompson,Jessica,Thompson,M,2018-03-06,RaceC,White,4.31,0,jkeller@example.net,Waitlisted,49156
CH_002010,FAM_001308,Ethan Johnston,Ethan,Johnston,Other,2022-02-06,RaceA,Hispanic,4.11,0,melodyanderson@example.com,Waitlisted,81085
CH_002011,FAM_002386,Glenn Moore,Glenn,Moore,M,2015-02-17,RaceC,Hispanic,2.52,0,bryanmontoya@example.net,Waitlisted,87261
CH_002012,FAM_000151,Kerri Lewis,Kerri,Lewis,M,2021-03-29,RaceB,Asian,4.87,1,khammond@example.com,Active,43555
CH_002013,FAM_001972,Samantha Rivera,Samantha,Rivera,Other,2015-11-02,RaceA,Hispanic,4.91,0,slove@example.com,Active,44641
CH_002014,FAM_000077,Lydia Barron,Lydia,Barron,M,2021-03-29,RaceB,Asian,4.7,0,amorrison@example.net,Waitlisted,67044
CH_002015,FAM_001482,Robert Chavez,Robert,Chavez,Other,2018-11-12,RaceA,Asian,2.08,1,keith65@example.net,Inactive,11183
CH_002016,FAM_001336,Tiffany Fox,Tiffany,Fox,M,2020-07-13,RaceB,White,4.24,0,brian70@example.net,Active,81155
CH_002017,FAM_001242,Melinda Rich,Melinda,Rich,M,2022-08-24,RaceB,Black,2.46,0,medinajamie@example.org,Active,32032
CH_002018,FAM_002971,Troy Mendoza,Troy,Mendoza,F,2018-10-06,RaceA,Hispanic,4.55,1,bwilkinson@example.org,Inactive,95362
CH_002019,FAM_002510,Jennifer Sellers,Jennifer,Sellers,M,2022-02-13,RaceA,White,2.43,1,sextonjuan@example.org,Waitlisted,02655
CH_002020,FAM_001079,Dennis Dixon,Dennis,Dixon,F,2024-06-23,RaceA,Black,2.14,1,leetimothy@example.net,Inactive,02890
CH_002021,FAM_002657,Alexander Warren,Alexander,Warren,M,2021-11-13,RaceB,Asian,3.82,1,annette79@example.com,Waitlisted,44195
CH_002022,FAM_002902,Matthew Phillips,Matthew,Phillips,M,2023-06-08,RaceC,Hispanic,3.17,0,zburns@example.org,Waitlisted,66417
CH_002023,FAM_000862,Ronnie Caldwell,Ronnie,Caldwell,Other,2022-05-26,RaceA,Hispanic,2.32,0,stewartmartin@example.org,Waitlisted,46321
CH_002024,FAM_002616,Jerry Obrien,Jerry,Obrien,F,2017-10-06,RaceC,Asian,4.75,0,michaeltorres@example.com,Inactive,86491
CH_002025,FAM_001254,Veronica Foley,Veronica,Foley,Other,2023-01-28,RaceB,White,4.29,1,jhiggins@example.net,Waitlisted,29931
CH_002026,FAM_000912,Tyler Daniels,Tyler,Daniels,Other,2019-11-29,RaceA,Black,3.27,0,harrisonkathryn@example.com,Active,10615
CH_002027,FAM_001770,John Donovan,John,Donovan,M,2022-05-19,RaceB,Asian,3.68,0,ricardo13@example.net,Waitlisted,33269
CH_002028,FAM_002200,Jack White,Jack,White,M,2020-11-13,RaceB,White,2.84,1,schwartzjanice@example.com,Waitlisted,18692
CH_002029,FAM_001929,Aaron Wilson,Aaron,Wilson,M,2024-03-21,RaceA,Non-Hispanic,2.2,1,cassidy53@example.org,Waitlisted,84844
CH_002030,FAM_002693,John Valenzuela MD,John,MD,F,2020-01-15,RaceA,Asian,3.64,1,umendez@example.org,Inactive,88334
CH_002031,FAM_002018,Donna Bass,Donna,Bass,M,2023-06-06,RaceA,Asian,4.38,0,eric60@example.net,Waitlisted,44641
CH_002032,FAM_000418,Jennifer Cross,Jennifer,Cross,M,2023-05-11,RaceB,Asian,3.4,1,ozimmerman@example.com,Inactive,54882
CH_002033,FAM_001378,Kelly Palmer,Kelly,Palmer,M,2021-12-15,RaceA,White,3.3,0,butlerbrandi@example.net,Waitlisted,01189
CH_002034,FAM_001682,Elizabeth Thomas,Elizabeth,Thomas,Other,2016-05-06,RaceB,Asian,4.02,1,danielthompson@example.org,Active,31648
CH_002035,FAM_002309,Kathleen Ryan,Kathleen,Ryan,F,2016-02-12,RaceB,Non-Hispanic,3.62,1,ronaldcollins@example.org,Inactive,68122
CH_002036,FAM_000716,Troy Buckley,Troy,Buckley,F,2017-07-04,RaceA,Hispanic,3.25,1,pollardstephanie@example.net,Waitlisted,93409
CH_002037,FAM_000577,Alyssa Mack,Alyssa,Mack,M,2025-07-19,RaceA,Hispanic,4.07,0,jenniferowens@example.org,Active,38263
CH_002038,FAM_002974,Yolanda Acosta,Yolanda,Acosta,Other,2024-09-05,RaceB,Asian,4.78,1,tiffanymckee@example.com,Inactive,05448
CH_002039,FAM_000011,Mark Farrell,Mark,Farrell,F,2022-12-30,RaceC,Non-Hispanic,3.9,0,jamesrusso@example.com,Inactive,00706
CH_002040,FAM_002385,Amanda Moran,Amanda,Moran,F,2025-06-03,RaceC,Hispanic,3.31,0,thompsonkimberly@example.org,Active,57841
CH_002041,FAM_001089,Kelli Waters,Kelli,Waters,Other,2019-11-29,RaceB,White,2.56,0,gweber@example.com,Inactive,20809
CH_002042,FAM_002509,Catherine Brown,Catherine,Brown,M,2018-05-23,RaceC,Asian,4.87,1,zjackson@example.net,Active,42271
CH_002043,FAM_000221,Charles Perkins,Charles,Perkins,Other,2017-10-05,RaceB,Hispanic,2.38,0,garciaryan@example.net,Active,11197
CH_002044,FAM_001995,Stacey Johnson,Stacey,Johnson,F,2021-02-01,RaceA,White,4.61,0,hayesrobert@example.com,Waitlisted,32212
CH_002045,FAM_001659,Michael Cox,Michael,Cox,M,2020-03-11,RaceC,Non-Hispanic,2.9,0,dgonzalez@example.net,Waitlisted,19814
CH_002046,FAM_002843,Samantha Singh,Samantha,Singh,Other,2024-02-05,RaceB,White,4.31,0,mitchellvictoria@example.net,Waitlisted,31753
CH_002047,FAM_000988,Dawn Lee,Dawn,Lee,F,2024-03-07,RaceA,Black,3.48,0,erikhale@example.com,Active,85176
CH_002048,FAM_001223,Dustin Jones,Dustin,Jones,Other,2020-01-13,RaceA,Asian,4.38,1,kduncan@example.net,Inactive,44641
CH_002049,FAM_000462,Jonathon Young,Jonathon,Young,M,2020-02-27,RaceC,Asian,3.64,1,michael46@example.com,Inactive,10885
CH_002050,FAM_001417,Mindy Harris,Mindy,Harris,F,2015-01-20,RaceC,White,2.26,1,justin77@example.net,Active,20210
CH_002051,FAM_000863,Richard Moyer,Richard,Moyer,F,2020-03-05,RaceC,Hispanic,4.85,0,matthew86@example.org,Active,38678
CH_002052,FAM_001475,Dennis Porter,Dennis,Porter,M,2025-03-12,RaceA,Black,4.07,1,treilly@example.org,Inactive,55528
