family_id,family_name,parent_names,household_income,num_children,marital_status,address,geo_id,intake_date,Head_of_Household_Name,Household_Size,Family_Status,Preferred_Contact_Mode,Phone,Referral_Source,Income_Level,Parent_Education_Level,created_date
FAM_000267,Duran Family,Jamie Snyder,121545.67,2,Married,9873 James Ramp Suite 166,GEO_0050,2022-09-23,Megan Bright,2,Inactive,Email,(727)242-2121x15444,Agency,Moderate,Masters,2018-02-03
FAM_000268,Ramirez Family,Ann Montoya,111545.39,4,Divorced,66123 Mitchell Causeway Suite 794,GEO_0076,2019-01-14,Shannon Lucas,6,Exited,Text,(246)910-1681,Agency,Low,Masters,2025-07-12
FAM_000269,Hays Family,Stephanie Fields,106326.11,6,Single,25623 Aguilar Crescent,GEO_0049,2019-07-09,Tracy Smith,7,Exited,Phone,737-379-7309,Self,High,High School,2021-07-16
FAM_000270,Becker Family,Charles Hernandez,13730.6,6,Separated,14262 Jason Center Suite 821,GEO_0104,2023-07-05,Wendy Simpson,3,Inactive,Phone,001-446-607-3720x403,Self,Moderate,Bachelors,2023-12-07
FAM_000271,Wilson Family,Jean Lane,76442.63,5,Divorced,0204 Melissa Plains,GEO_0046,2025-02-20,Donald Stephenson,3,Active,Text,7448012178,Agency,High,Bachelors,2020-10-07
FAM_000272,Hester Family,Michael Stewart,145389.9,1,Divorced,59989 Lester Creek,GEO_0153,2025-05-03,Henry Ewing,5,Active,Text,001-234-636-1455x012,Self,Moderate,High School,2016-07-01
FAM_000273,Long Family,Susan Torres,119606.56,5,Single,0889 Reilly Pass,GEO_0071,2023-02-13,Laura Clark,4,Inactive,Text,912.786.8667,Community Partner,Moderate,Masters,2021-06-13
FAM_000274,Norton Family,Jessica Haas,118662.68,6,Divorced,86448 Eugene Crest,GEO_0136,2017-01-26,Amanda Cook,2,Active,Text,(346)898-3633x2094,Community Partner,High,Bachelors,2023-06-30
FAM_000275,Morgan Family,Brandon Smith,90868.82,3,Separated,8839 Compton Landing Suite 082,GEO_0156,2024-01-14,Stephanie Sherman,8,Exited,Phone,353.919.9908x70146,Community Partner,Low,Bachelors,2025-10-14
FAM_000276,Mcmillan Family,Mrs. Bethany Phillips,110996.02,1,Married,48067 Kennedy Course,GEO_0127,2019-08-23,Rachael Garcia,4,Active,Text,5273392467,Community Partner,Low,Masters,2019-02-14
FAM_000277,Fischer Family,Joshua Brown,91693.26,6,Married,69149 Davis Rue,GEO_0133,2018-02-01,Krystal Wood,6,Active,Text,864-825-0882x3243,Agency,Moderate,Bachelors,2023-08-31
FAM_000278,Gonzalez Family,Samantha Howard,33871.69,5,Separated,87942 Castro Parkways,GEO_0111,2023-07-27,Lori Young,5,Inactive,Text,+1-447-373-2372x4929,Self,Moderate,Masters,2022-06-08
FAM_000279,Hicks Family,Sharon Young,98063.53,4,Married,6970 Williams Knoll,GEO_0028,2023-09-09,Lauren Steele,5,Exited,Email,632.840.6186,Self,High,Masters,2015-12-18
FAM_000280,Porter Family,Jennifer Flores,96763.01,1,Divorced,141 Rodriguez Meadow,GEO_0175,2022-10-21,Jennifer Alexander,1,Exited,Phone,7568927450,Agency,Moderate,Bachelors,2018-05-21
FAM_000281,Williams Family,James Gardner,127763.4,1,Separated,8327 Craig Valley,GEO_0013,2016-04-22,Sean Riggs,3,Exited,Phone,+1-358-426-1691x343,Community Partner,High,High School,2025-05-23
FAM_000282,Taylor Family,Karen Lopez,30688.6,3,Single,6517 White Route,GEO_0166,2022-12-15,William Sloan,2,Exited,Phone,001-258-602-5621x97476,Self,Low,Masters,2025-02-06
FAM_000283,Cook Family,Tim Larsen,105301.77,3,Single,649 Reyes Gateway,GEO_0064,2019-01-29,Jonathan Cherry,6,Active,Email,001-840-342-4142x6562,Community Partner,Moderate,Masters,2022-03-27
FAM_000284,Wells Family,Zachary Santiago,14419.87,4,Single,604 Hunt Drive Apt. 702,GEO_0029,2021-07-09,Michelle Green,6,Active,Email,(804)264-3007x2476,Self,Low,High School,2022-02-17
FAM_000285,Bryant Family,Benjamin Smith,142748.72,4,Single,62259 Margaret Lodge Suite 882,GEO_0057,2017-01-01,Lisa Thomas MD,8,Inactive,Text,(831)539-7837x476,Community Partner,Moderate,Bachelors,2018-04-09
FAM_000286,Obrien Family,Katelyn Kim,25385.37,1,Divorced,934 Patel Parkway,GEO_0030,2019-12-18,Kayla Keller DDS,4,Exited,Phone,977.824.2427x8412,Community Partner,High,High School,2024-07-28
FAM_000287,Robertson Family,Angela May MD,12651.23,2,Divorced,062 Foster Drive,GEO_0014,2022-10-23,Raymond French,3,Inactive,Text,001-612-382-6124x99877,Agency,High,Bachelors,2016-03-21
FAM_000288,Murphy Family,Richard Munoz,53916.95,6,Single,916 Cindy Circles Apt. 413,GEO_0010,2025-05-11,Erika Palmer,6,Exited,Text,001-840-368-1275,Self,Low,Masters,2016-07-23
FAM_000289,Austin Family,Christopher Hicks,31200.38,6,Divorced,359 Yolanda Well,GEO_0148,2025-07-22,Miguel Yu,8,Active,Text,001-604-308-6732x5868,Community Partner,Moderate,Masters,2018-01-13
FAM_000290,Martin Family,Joanna Kelly,106670.04,5,Separated,613 Thomas Lodge,GEO_0069,2025-10-12,John Lewis,4,Exited,Text,5628471656,Self,High,High School,2020-03-21
FAM_000291,Ewing Family,Larry Lane,67452.84,1,Separated,2304 Hawkins Court,GEO_0062,2016-09-17,Paul Hernandez,8,Exited,Email,612-905-4152x80786,Agency,Moderate,Bachelors,2022-08-01
FAM_000292,Stevenson Family,Cynthia Shaw,118496.12,6,Separated,0254 Simpson Greens Apt. 916,GEO_0017,2023-02-19,Juan Peters,6,Exited,Phone,001-970-216-9620x23362,Community Partner,Low,Masters,2016-12-24
FAM_000293,Evans Family,Joshua Richardson,138872.93,6,Single,034 Johnson Port Suite 617,GEO_0137,2021-12-30,Melissa Stone,6,Active,Email,(753)681-3789x5623,Community Partner,Low,Bachelors,2020-10-19
FAM_000294,Rogers Family,Laura Bush,132194.48,4,Single,182 Wheeler Ports Apt. 880,GEO_0026,2023-12-13,Antonio King,4,Inactive,Email,851.529.0458,Agency,High,Masters,2017-02-28
FAM_000295,Clayton Family,John Vaughn,113017.22,1,Single,8214 Scott Loop Apt. 359,GEO_0071,2020-11-03,Juan Lara,5,Active,Email,001-785-395-2405x004,Self,Moderate,Masters,2018-05-14
FAM_000296,Patel Family,Nicholas Terrell,18719.38,3,Divorced,6486 Holly Prairie,GEO_0058,2017-02-21,Alex Watkins,5,Inactive,Text,001-406-666-0588x0959,Self,High,High School,2018-01-19
FAM_000297,Erickson Family,Dr. Julie Miller,29331.55,5,Married,987 Conrad Light Suite 155,GEO_0159,2022-11-25,Autumn Hill,1,Inactive,Text,498.715.8832,Community Partner,High,Masters,2021-08-27
FAM_000298,Evans Family,Ann Kennedy,39027.84,1,Married,0119 Jennifer Springs Apt. 075,GEO_0180,2025-03-19,Patrick Spencer,3,Active,Phone,402.311.6866x0289,Self,Moderate,Masters,2025-05-24
FAM_000299,Cabrera Family,Toni Miller,55506.93,3,Divorced,605 Chad Common,GEO_0184,2020-02-23,Ryan Hughes,2,Active,Text,798-696-5691x781,Agency,Low,Masters,2016-01-04
FAM_000300,Richardson Family,Rebecca Edwards,102711.75,5,Single,039 Clark Island Apt. 621,GEO_0104,2019-08-10,Andrew Johnson III,7,Exited,Email,+1-683-561-1538x33664,Community Partner,High,Masters,2020-03-18
FAM_000301,Nunez Family,Greg Osborne,83566.8,5,Single,5906 Smith Burg Suite 248,GEO_0101,2022-12-10,Elizabeth Sandoval,7,Exited,Email,874-830-3426x7845,Self,Low,High School,2024-07-08
FAM_000302,Whitney Family,Jose Harrison,53925.36,2,Divorced,04664 Reynolds Loop Apt. 564,GEO_0101,2022-10-05,Patricia Figueroa,7,Active,Phone,001-211-755-6816x0964,Self,Low,Bachelors,2020-05-08
FAM_000303,Silva Family,Jennifer Yu,34245.54,3,Separated,45657 Morgan Burgs,GEO_0026,2020-01-09,Mary Hunter,8,Exited,Phone,387.666.0178x296,Community Partner,High,High School,2025-07-08
FAM_000304,Robles Family,Donna Johnson,137697.38,5,Separated,5338 Ronald Gardens Suite 466,GEO_0057,2020-01-27,Shaun Aguilar,1,Inactive,Text,001-973-507-4802x7972,Self,Moderate,Bachelors,2021-12-28
FAM_000305,Swanson Family,Nicole Acosta,57925.78,6,Divorced,265 Brown Locks,GEO_0188,2023-12-20,Carol Murphy,1,Active,Email,7194969946,Agency,Low,High School,2017-10-22
FAM_000306,Watts Family,Amy Kennedy,59600.18,2,Divorced,953 Albert Spring Suite 221,GEO_0178,2022-03-13,Kenneth Thomas,6,Inactive,Text,674-556-5898,Self,High,Masters,2017-10-28
FAM_000307,Johnson Family,Anthony Mooney,118078.57,2,Separated,42767 Collins Dale,GEO_0069,2022-12-17,Jessica Nelson,1,Exited,Text,+1-668-344-3806,Community Partner,Moderate,Masters,2015-12-05
FAM_000308,Wells Family,Lori Mitchell,110929.44,1,Separated,160 Christian Harbors Apt. 158,GEO_0127,2017-05-02,Christopher Woodward,7,Inactive,Email,957-495-5738x1567,Community Partner,High,High School,2022-01-13
FAM_000309,Coffey Family,Jonathan York,100063.27,6,Married,860 Kathleen Plain Apt. 179,GEO_0053,2024-07-03,Penny Madden,1,Inactive,Email,315.861.3023x27639,Self,Moderate,High School,2022-01-28
FAM_000310,Patton Family,Casey Campbell,107063.86,6,Married,7823 Gerald Ranch Suite 704,GEO_0044,2020-07-05,Amy Pruitt,6,Inactive,Text,001-794-897-3976x876,Self,Moderate,Bachelors,2025-10-16
FAM_000311,Parsons Family,Alexis Rodriguez,95410.72,4,Married,64261 Jessica Expressway Apt. 384,GEO_0053,2021-11-21,Connor Anderson,8,Exited,Phone,971-781-7534x0961,Agency,High,Masters,2022-08-02
FAM_000312,Lane Family,Kevin Hernandez,36916.98,4,Single,753 Reed Radial,GEO_0089,2019-08-23,Kevin Rodriguez,5,Exited,Email,817-256-3440,Community Partner,Moderate,Masters,2024-02-28
FAM_000313,Griffith Family,Robert Green,44512.68,5,Separated,078 Beltran Roads Apt. 548,GEO_0164,2021-09-15,Ashley Davis,6,Active,Email,(810)891-6269,Agency,Low,High School,2018-02-24
FAM_000314,Silva Family,Kari Lloyd,88132.13,5,Single,2183 Johns Lake,GEO_0074,2024-01-28,Kaylee Young,2,Active,Phone,827.483.3226x3731,Community Partner,Low,Masters,2024-09-15
FAM_000315,Jackson Family,Grace Miller,41481.39,5,Divorced,06445 Pearson Junction Apt. 311,GEO_0181,2023-08-01,Michael George,2,Exited,Phone,936-498-1200x6789,Community Partner,Moderate,Bachelors,2024-01-05
FAM_000316,Fuller Family,Timothy Moore,146207.49,1,Single,27489 Fleming River,GEO_0153,2024-01-26,Tanya Taylor,2,Active,Text,(571)656-9147x01298,Self,High,High School,2024-12-23
FAM_000317,Harvey Family,Wyatt Townsend II,51666.04,2,Single,7633 Newman Springs,GEO_0074,2024-04-24,Robin Anderson,2,Exited,Text,+1-854-716-4607x15006,Self,Moderate,High School,2020-04-10
FAM_000318,Randall Family,Mark Clark,50460.58,4,Divorced,2038 Cohen Viaduct,GEO_0188,2024-10-19,Richard Davies,3,Exited,Email,(985)830-0455,Community Partner,Low,High School,2017-03-14
FAM_000319,Hernandez Family,Haley May,39018.89,3,Single,5080 Catherine Loaf,GEO_0001,2022-01-14,Kelli Rangel,2,Active,Email,+1-859-722-2200,Community Partner,Moderate,High School,2024-11-18
FAM_000320,Becker Family,Audrey Jackson,108698.36,4,Single,45306 Mark Plains,GEO_0025,2025-06-14,Amy Jones,8,Exited,Phone,001-597-674-1442x0180,Self,High,Bachelors,2022-01-14
FAM_000321,Johnson Family,Eric Reese,54385.7,2,Married,9353 Smith Walks,GEO_0048,2018-03-24,Daniel Rowland,4,Inactive,Text,(606)887-2170,Self,High,High School,2022-06-29
FAM_000322,Vaughan Family,Kim James,58832.44,2,Divorced,167 Wagner Passage,GEO_0129,2020-07-31,Jason Riley,2,Active,Email,(387)408-1796x21167,Community Partner,Low,Bachelors,2023-09-28
FAM_000323,Rodriguez Family,Karen Thomas,140718.05,3,Divorced,5244 Rangel Lake,GEO_0180,2021-08-24,William Garrett,7,Active,Phone,204.365.8365,Self,Low,High School,2024-11-28
FAM_000324,Smith Family,Alexandra Ho,121356.75,1,Divorced,6083 Barker Mountains Apt. 781,GEO_0160,2024-06-20,John Sanchez,5,Active,Text,(365)281-3662x22086,Community Partner,High,Bachelors,2024-08-17
FAM_000325,Edwards Family,Michael Nixon,48284.06,4,Divorced,539 Dylan Motorway,GEO_0123,2019-11-08,Nicholas Lindsey,8,Active,Text,(613)905-0963,Community Partner,Low,High School,2022-10-10
FAM_000326,Hernandez Family,Amanda Hardin,27062.37,5,Separated,699 Mcneil Pines Apt. 904,GEO_0190,2022-12-02,Mrs. Elizabeth Carter,8,Exited,Text,+1-434-688-1460,Community Partner,Moderate,Bachelors,2019-07-15
FAM_000327,Vaughn Family,Tina Reynolds,104727.11,6,Separated,9271 Franco Springs Apt. 463,GEO_0079,2017-02-17,James Jackson,3,Active,Email,001-974-707-9434x441,Self,High,Masters,2018-11-03
FAM_000328,Jenkins Family,Shannon Rogers,63157.19,1,Divorced,98642 Anderson Ford,GEO_0177,2024-12-27,Alison Tucker,6,Exited,Phone,(766)219-6213x2392,Self,Low,High School,2017-09-12
FAM_000329,Hampton Family,Brett Pena,147222.48,5,Separated,728 John Turnpike,GEO_0062,2024-08-09,Maria Edwards,2,Active,Text,897-761-0321,Self,Moderate,High School,2022-06-19
FAM_000330,Knapp Family,Raymond Curry,124572.84,4,Single,18706 Sherry Port,GEO_0044,2019-02-21,Michael Heath,3,Active,Email,508.272.6705x11938,Agency,High,High School,2018-09-24
FAM_000331,Salas Family,Leah Lee,143645.24,3,Married,88098 Gary Crossing,GEO_0081,2023-05-11,Margaret Cooper,6,Active,Phone,+1-504-258-1672x919,Community Partner,Moderate,Bachelors,2019-07-04
FAM_000332,Fitzgerald Family,Michael White,122646.22,1,Married,02320 Bryan Pike,GEO_0175,2020-11-02,Adrienne Hines,8,Active,Email,320-318-5905x273,Agency,Low,Masters,2025-11-01
FAM_000333,Brown Family,Megan Decker,50663.37,4,Single,6610 William Roads Suite 610,GEO_0018,2021-03-09,Tracy Martin,7,Active,Phone,001-787-265-6722x41286,Community Partner,Moderate,Masters,2018-03-12
FAM_000334,Taylor Family,Brent Garcia,50268.25,5,Married,3561 Brown Stream,GEO_0043,2025-01-31,Jessica Hall,1,Inactive,Email,001-438-441-0195x992,Community Partner,Moderate,Bachelors,2023-01-12
FAM_000335,Clark Family,Daniel Campbell,109979.78,4,Single,453 Brittany Throughway,GEO_0048,2025-07-01,Troy Vasquez,7,Inactive,Email,492-444-4066x159,Self,High,Bachelors,2021-11-23
FAM_000336,Nguyen Family,Alexander Davis,58490.89,6,Single,4682 Leslie Lodge,GEO_0086,2018-09-14,Michael Henry,5,Active,Text,(509)476-4861,Agency,High,Masters,2024-03-21
FAM_000337,Bates Family,Mary Houston,71932.66,2,Married,100 Jessica Brook Suite 620,GEO_0117,2019-02-10,Troy Martinez,1,Exited,Text,(759)814-3211x724,Self,Moderate,Masters,2019-01-08
FAM_000338,Fox Family,Margaret Erickson,45902.16,2,Single,5967 Mark Spurs Apt. 666,GEO_0037,2022-04-18,Todd Aguilar,7,Inactive,Text,001-205-918-2080x8617,Self,High,High School,2020-03-03
FAM_000339,Edwards Family,Scott Anderson,77071.1,4,Married,1106 Evans Corners Apt. 340,GEO_0004,2016-07-07,Susan Figueroa,1,Active,Email,635-438-4732,Agency,Low,Masters,2020-03-27
FAM_000340,Thompson Family,Stephanie Knight,38289.52,5,Divorced,516 Barton Mountains Apt. 890,GEO_0171,2020-09-03,Laura Adkins,1,Exited,Text,4577036595,Self,Moderate,High School,2020-04-05
FAM_000341,Barr Family,Stephanie Dominguez,85400.91,2,Married,366 Kelly Divide Suite 899,GEO_0122,2018-02-05,Angela Morgan,4,Active,Email,307.327.9290x4699,Self,Low,Bachelors,2019-02-07
FAM_000342,Peterson Family,John Mayer,140623.35,4,Married,69708 Amber Point Apt. 787,GEO_0110,2020-06-12,Eric Howard,6,Active,Text,001-872-913-7026x1671,Community Partner,Moderate,Masters,2024-07-11
FAM_000343,Gomez Family,Tammy Hill,107463.98,4,Divorced,0596 Michael Vista,GEO_0086,2020-06-01,Isabel Dean,7,Active,Phone,(870)422-4102,Community Partner,High,Bachelors,2016-10-14
FAM_000344,Ingram Family,Steven Carrillo,29218.21,6,Married,760 David Corners,GEO_0006,2021-05-24,Mark Taylor,3,Exited,Phone,308-630-8320,Self,High,Masters,2023-05-24
FAM_000345,Le Family,Christopher Jones,96194.78,5,Single,5789 Omar Hollow,GEO_0046,2015-12-14,Craig Arnold,5,Exited,Phone,001-431-593-8415x311,Agency,Moderate,High School,2023-06-13
FAM_000346,Schneider Family,Janet Cook,92156.27,2,Separated,095 Shelley Tunnel,GEO_0068,2018-12-24,Ricardo Mendoza,4,Active,Text,9734139729,Self,Moderate,High School,2020-09-02
FAM_000347,Steele Family,Tyler Baker,43944.13,5,Divorced,5851 Tucker Highway Apt. 274,GEO_0020,2021-11-08,Carolyn Nichols,6,Inactive,Phone,277.213.0423x87680,Community Partner,Low,High School,2020-04-25
FAM_000348,Bishop Family,John Mcfarland,103776.76,5,Married,211 Juan Rest Suite 264,GEO_0044,2022-07-05,Alison Moore,8,Exited,Text,001-777-496-4277x0978,Community Partner,Moderate,High School,2018-12-14
FAM_000349,Lee Family,Cassandra Vasquez,84345.81,6,Divorced,29758 Shannon Valleys,GEO_0174,2024-04-28,Timothy Zhang,4,Inactive,Email,(939)691-3854x131,Community Partner,Low,Bachelors,2017-04-19
FAM_000350,Wright Family,Randy Robinson,99312.24,5,Divorced,542 Madeline Key Suite 570,GEO_0195,2016-12-07,Reginald Valdez,6,Exited,Phone,685-219-5442x334,Community Partner,Moderate,Bachelors,2020-11-17
FAM_000351,Grant Family,Susan Baldwin,17348.75,2,Single,8209 David Ways Suite 709,GEO_0003,2018-07-09,Dennis Johnson,3,Inactive,Phone,(458)385-5108,Agency,High,High School,2021-07-14
FAM_000352,Walker Family,Benjamin Duncan,67862.19,2,Single,016 Sara Junctions,GEO_0153,2017-12-05,Sarah Black,4,Active,Email,810.687.4853x159,Self,Moderate,Masters,2016-08-21
FAM_000353,Dudley Family,Jeremy Mosley,110430.13,1,Married,0723 Joshua Way Suite 282,GEO_0091,2024-01-12,William Rodriguez,3,Exited,Phone,+1-360-987-2547x77538,Self,Low,Bachelors,2021-02-07
FAM_000354,Evans Family,Martin Fitzpatrick,24076.29,3,Married,400 Todd Run Apt. 247,GEO_0122,2024-09-02,Philip James,4,Active,Phone,(483)353-2478x11016,Community Partner,High,Bachelors,2023-07-18
FAM_000355,Roberts Family,Deborah Graves,117907.25,4,Divorced,26168 Smith Circles,GEO_0150,2018-10-27,Crystal Robinson,5,Active,Phone,+1-389-774-4693x168,Community Partner,Moderate,Bachelors,2020-04-12
FAM_000356,Clark Family,Laura Robertson,10725.4,3,Divorced,8011 Villegas Ridge,GEO_0001,2021-07-16,Diana Jones,3,Inactive,Text,+1-816-649-1907x04451,Agency,High,High School,2023-10-21
FAM_000357,Bush Family,Katherine Graham,87049.36,6,Divorced,1152 Miller Cape,GEO_0126,2025-04-29,Brian Clark,2,Inactive,Phone,001-323-906-6190,Self,Moderate,Bachelors,2022-11-01
FAM_000358,Stewart Family,Priscilla Floyd,140073.96,5,Single,70923 Antonio Cliffs Suite 950,GEO_0064,2025-03-05,Eric Parker,1,Active,Phone,+1-248-842-5246x7193,Self,Moderate,Masters,2020-09-01
FAM_000359,Bailey Family,April Finley,66967.04,1,Divorced,4189 Hoffman Islands,GEO_0121,2017-02-04,David May,1,Active,Phone,001-547-439-0875x358,Self,Moderate,Bachelors,2021-02-12
FAM_000360,Peck Family,Karen Bradley,140904.49,1,Married,29876 Michelle Loop Suite 294,GEO_0029,2022-08-24,Shelly Johnson,3,Inactive,Phone,001-743-659-5133x3169,Agency,Moderate,High School,2017-07-19
FAM_000361,Pope Family,Heather Maldonado,132975.95,6,Married,1619 Tiffany Flats Suite 813,GEO_0012,2017-09-20,Gabriella Odonnell,6,Active,Email,723.324.6935,Community Partner,Moderate,Masters,2021-10-03
FAM_000362,Hill Family,Mark Benjamin,76842.79,4,Separated,45025 Walker Falls,GEO_0005,2015-12-07,Casey Mendoza,2,Exited,Text,(997)388-3777x20439,Agency,Low,Masters,2016-10-16
FAM_000363,Martinez Family,Joseph Woodward,37923.84,4,Divorced,4357 Warren View,GEO_0146,2019-11-10,Tommy Martinez,6,Active,Email,788.542.7169x65645,Community Partner,High,Masters,2024-02-16
FAM_000364,Rhodes Family,Joe Miranda,144947.97,3,Single,2680 Atkins Plains,GEO_0175,2023-05-01,Eric Owens,6,Exited,Text,+1-728-640-3476x964,Community Partner,Moderate,High School,2021-06-24
FAM_000365,James Family,Cassandra Williams,54963.48,3,Separated,67398 Veronica Glen Suite 883,GEO_0075,2022-11-14,Marie Salazar,4,Inactive,Phone,506-868-9942x5328,Community Partner,Low,Bachelors,2024-09-23
FAM_000366,Baird Family,Connor Dominguez,100425.71,2,Single,53646 Amber Isle Suite 077,GEO_0059,2019-06-03,Kelly Cole,4,Active,Text,001-430-380-1187,Self,Moderate,Masters,2021-05-22
FAM_000367,Cardenas Family,Lydia Howard,137111.17,3,Single,065 Harvey Knoll Apt. 562,GEO_0135,2018-08-18,Jamie Vargas,4,Active,Email,+1-439-583-0200x5657,Agency,High,Bachelors,2019-03-18
FAM_000368,Blevins Family,Mark Moss,22524.5,3,Divorced,209 Amber Isle,GEO_0129,2020-11-02,Elizabeth Brown,5,Active,Phone,+1-361-560-1861,Self,Low,Bachelors,2018-05-02
FAM_000369,Ballard Family,Corey Cortez,90378.67,5,Divorced,07409 Pamela Courts Apt. 178,GEO_0043,2015-12-02,Scott Vazquez,3,Active,Text,001-664-906-9580x51840,Agency,Moderate,Bachelors,2023-04-17
FAM_000370,Roberts Family,Katherine Brown,84921.32,6,Divorced,90254 Fleming Center Apt. 206,GEO_0194,2019-09-01,Lisa James,7,Active,Text,835.503.1884x9741,Agency,High,High School,2022-06-13
FAM_000371,Roberts Family,Elizabeth Ferguson,111236.47,1,Separated,54120 Elizabeth Falls Suite 595,GEO_0038,2024-07-08,Jeremy Powell,5,Active,Email,(828)255-6336,Agency,Moderate,High School,2018-01-31
FAM_000372,Klein Family,Joann Forbes,141133.71,3,Single,26015 Matthew Wall,GEO_0199,2016-05-27,Jason Johnson,4,Inactive,Phone,(335)421-7921,Agency,High,Masters,2021-10-27
FAM_000373,Reed Family,Anthony French,137852.16,2,Divorced,9479 Johnson Haven,GEO_0025,2021-01-18,Brian Rodriguez,4,Active,Text,+1-991-330-5102,Self,Low,High School,2018-10-25
FAM_000374,Ramos Family,Bruce Roman,34509.07,3,Divorced,1732 Larson Causeway,GEO_0026,2019-07-07,Kathryn Williams,6,Inactive,Text,+1-405-581-4796x056,Agency,High,Bachelors,2025-05-03
FAM_000375,Scott Family,Judy Gregory,133514.3,5,Divorced,950 Elizabeth Village Apt. 006,GEO_0078,2024-03-24,Heather White,1,Active,Email,709.647.9768,Self,Moderate,High School,2023-11-17
FAM_000376,Mendoza Family,Brittany Riley,34610.42,4,Divorced,934 James Prairie Apt. 045,GEO_0189,2020-03-22,Austin Wilkerson,3,Exited,Email,646.845.8295,Agency,High,Masters,2017-06-15
FAM_000377,Harris Family,Amanda Thomas,138748.87,5,Married,36089 Brown Plains,GEO_0086,2017-05-29,Karen Cochran,8,Active,Text,673.933.0030,Self,High,Masters,2023-03-04
FAM_000378,Ryan Family,Kaitlin Hardin,149604.05,2,Single,913 Gilmore Ridges Apt. 855,GEO_0116,2018-07-18,Douglas Anderson,2,Inactive,Text,266-323-4253,Self,High,Masters,2020-10-19
FAM_000379,Fitzpatrick Family,Michael Anderson,65579.24,4,Single,9520 Hughes Bypass,GEO_0126,2023-04-24,Tara Hardy,7,Exited,Text,(481)794-0011,Self,High,Masters,2020-04-09
FAM_000380,Horton Family,Anthony Parker,79353.75,1,Divorced,7990 Raymond Meadow,GEO_0189,2025-03-19,Mitchell Taylor,1,Exited,Text,(607)881-8741,Community Partner,Low,Bachelors,2020-03-27
FAM_000381,Taylor Family,Joy Jackson,141125.22,2,Separated,86774 Kimberly Garden,GEO_0090,2016-01-15,Angelica Torres,8,Exited,Text,(966)737-0704x373,Community Partner,Low,High School,2018-09-11
FAM_000382,Gilbert Family,Sabrina Rodriguez,144698.39,2,Single,423 Ashley Heights Suite 953,GEO_0140,2024-08-05,Jared Davila,4,Exited,Phone,443-453-5546,Agency,Low,High School,2020-04-04
FAM_000383,Matthews Family,Robert Walker PhD,139645.56,6,Separated,67762 Murphy Forge,GEO_0066,2022-04-06,William Rodgers,7,Exited,Email,(984)676-6009,Agency,Moderate,Bachelors,2025-05-04
FAM_000384,Sanchez Family,Robert Hendrix,132744.04,3,Divorced,501 Lewis Light,GEO_0170,2021-04-20,Mary Parker,1,Exited,Text,001-390-691-2619x35815,Community Partner,Moderate,Masters,2024-02-06
FAM_000385,Santiago Family,Erika Daugherty,11297.4,2,Divorced,2624 Stephen Glens Apt. 902,GEO_0125,2021-04-21,Shawn Perkins,8,Exited,Text,885-794-0048,Agency,High,Bachelors,2025-08-23
FAM_000386,Schmidt Family,Brenda Copeland,89514.66,6,Single,34511 Jo Bypass,GEO_0065,2017-12-02,Brian Munoz,8,Exited,Email,(908)746-9544x95697,Self,Low,Masters,2022-12-18
FAM_000387,Little Family,Pamela Watkins,25022.1,1,Divorced,605 Adam Track,GEO_0094,2016-02-19,Michelle Rivera,7,Inactive,Email,(261)623-4001x522,Community Partner,High,Masters,2019-11-25
FAM_000388,Williams Family,Bryan Thomas,147619.14,1,Separated,430 Olivia Crescent Apt. 667,GEO_0118,2024-10-16,Brian Wood,4,Inactive,Text,4152076294,Self,Low,High School,2021-07-07
FAM_000389,Gutierrez Family,Michael Tran,49838.63,6,Divorced,90457 Webster Port,GEO_0004,2022-11-27,Jody Allen,4,Active,Phone,521-672-2094,Self,Low,Masters,2024-02-13
FAM_000390,Love Family,Timothy Williams,148473.93,1,Divorced,9212 Collins Locks Apt. 336,GEO_0091,2017-08-09,Craig Wilson,7,Exited,Text,(720)982-4198,Community Partner,High,High School,2024-09-02
FAM_000391,Garcia Family,Ryan Salazar,86062.07,2,Single,27558 Chris Mountain,GEO_0078,2023-09-29,Taylor Black,2,Exited,Text,587.734.1372x307,Agency,Moderate,High School,2020-09-28
FAM_000392,Townsend Family,Alexis Tucker,79147.74,5,Married,92071 Laurie Ville Apt. 380,GEO_0182,2015-12-06,James Anderson,2,Exited,Text,713.561.8774x9789,Agency,Moderate,Masters,2022-05-28
FAM_000393,Smith Family,Christopher Davis,141398.47,2,Separated,62192 Michael Pine,GEO_0086,2024-04-25,Christopher Pittman,3,Exited,Phone,001-752-658-5355x9951,Agency,Low,Bachelors,2016-12-18
FAM_000394,Pierce Family,Stacie Butler,129148.36,3,Married,970 Cunningham Mews,GEO_0133,2024-06-04,Jordan Griffith,2,Active,Text,443-660-4387,Community Partner,High,Masters,2017-08-09
FAM_000395,Hickman Family,Patricia Schwartz,75522.91,1,Divorced,86385 Pierce Common,GEO_0199,2019-05-26,James Carpenter,3,Inactive,Text,608.384.8606,Community Partner,Moderate,Bachelors,2019-04-04
FAM_000396,Russell Family,Mark Mills,36993.6,3,Separated,772 Patrick Path Apt. 053,GEO_0170,2019-05-23,Benjamin Campbell,4,Inactive,Phone,242-350-9693x3757,Community Partner,High,Masters,2024-11-22
FAM_000397,Donovan Family,Todd Bishop,25770.55,6,Divorced,931 Franklin Drives Suite 284,GEO_0153,2017-03-28,Kathleen Lin,2,Active,Text,750-288-0639x58454,Community Partner,High,Bachelors,2020-04-19
