employee_id,emp_name,emp_role,department,hire_date,contact_email,supervisor_name,Job_Search_Service_Used,Renewal_Flag,Industry
EMP_000231,Ryan Tyler,Administrator,Finance,2022-05-07,williamssandra@example.org,Tricia Davila,None,1,Retail
EMP_000232,Nancy West,Administrator,Operations,2021-01-06,cassandrafrazier@example.net,Robert Dominguez,None,1,Healthcare
EMP_000233,Angel Schneider,Case Worker,Education,2025-10-02,opeterson@example.net,Karen Perez,Online Portal,0,Retail
EMP_000234,Samantha Miller,Trainer,Operations,2019-09-10,kaylee44@example.net,Alexander Pearson,Workforce Center,1,Education
EMP_000235,Thomas Long,Mentor,Finance,2021-02-19,gilesgabrielle@example.com,Carmen Perkins,Workforce Center,0,Healthcare
EMP_000236,Kendra Hutchinson,Administrator,Finance,2024-08-05,williammoody@example.net,Tina Jordan,Workforce Center,0,Healthcare
EMP_000237,Candice Moore,Mentor,Finance,2022-04-08,peterhodge@example.net,William Adams Jr.,Workforce Center,0,Technology
EMP_000238,Kyle Cruz,Administrator,Operations,2017-10-23,mgregory@example.net,Michael Lee,None,0,Healthcare
EMP_000239,Nicole Rogers,Case Worker,Operations,2024-08-09,nmathis@example.com,Lindsay Perez,None,1,Retail
EMP_000240,Christopher Mcdaniel,Manager,Health,2019-10-05,ehoward@example.org,Matthew Clark,Workforce Center,1,Technology
EMP_000241,Jonathan Woodard,Administrator,Operations,2017-02-14,jeremy85@example.org,Marissa Gay,None,0,Education
EMP_000242,Glenn Howell,Mentor,Health,2025-09-06,besteric@example.org,Adam Greer,Online Portal,1,Retail
EMP_000243,Jorge Dominguez,Case Worker,Health,2015-12-29,tgreene@example.org,Jason Pearson,Online Portal,0,Technology
EMP_000244,Sarah Edwards,Mentor,Operations,2025-04-12,pwilliams@example.com,Patricia Hall,Workforce Center,0,Education
EMP_000245,Richard Young,Case Worker,Health,2025-03-29,jason46@example.org,Kimberly Ryan,Online Portal,1,Education
EMP_000246,Richard Martinez,Manager,Operations,2023-11-26,rebecca62@example.com,Brett Reyes,Workforce Center,0,Retail
EMP_000247,Dr. William Johnson,Administrator,Health,2019-01-22,hross@example.com,Frederick Velasquez,None,1,Technology
EMP_000248,Cynthia Lopez,Case Worker,Finance,2020-06-23,andersonamanda@example.com,Krista Mora,Workforce Center,1,Technology
EMP_000249,Austin Crawford,Trainer,Operations,2018-12-01,morrisjoseph@example.org,James Compton,Online Portal,1,Retail
EMP_000250,Kyle Sanders,Manager,Health,2023-08-13,eguerra@example.org,Russell Williams,None,0,Technology
EMP_000251,Ebony Thomas,Administrator,Finance,2021-08-12,carterbrandon@example.com,Robert Pena,None,1,Healthcare
EMP_000252,Robert Huff,Case Worker,Finance,2024-08-13,fduncan@example.com,Elizabeth Harris,Online Portal,0,Healthcare
EMP_000253,Brian Wilson,Manager,Operations,2016-06-26,lisabrown@example.net,Troy Johnson,Online Portal,1,Retail
EMP_000254,Molly Shaw,Manager,Operations,2025-04-19,mark39@example.net,Cindy Moore,None,0,Technology
EMP_000255,Nicholas Jenkins,Case Worker,Finance,2019-03-15,charlesgoodwin@example.net,Linda Perez,None,0,Retail
EMP_000256,Michael Taylor,Case Worker,Health,2022-11-29,fmccoy@example.net,Brianna Ward,Workforce Center,0,Healthcare
EMP_000257,Travis Green,Administrator,Finance,2023-06-13,josenelson@example.org,Joseph Green,None,0,Healthcare
EMP_000258,Daniel Espinoza,Administrator,Education,2020-05-18,terrybrandon@example.org,Lindsay Baker,Online Portal,1,Education
EMP_000259,Heather Richards,Mentor,Health,2023-03-16,richard31@example.org,Kenneth Harris,Workforce Center,1,Technology
EMP_000260,Mrs. Debbie Holmes,Case Worker,Health,2025-03-06,jgarcia@example.com,Ronald Hughes,Online Portal,0,Technology
EMP_000261,Elizabeth Taylor,Case Worker,Education,2017-03-09,pparsons@example.com,Ricky Bentley,Workforce Center,0,Technology
EMP_000262,Destiny Sharp,Manager,Education,2021-06-24,ycarey@example.com,Jennifer Anderson,Online Portal,1,Education
EMP_000263,Sarah Oconnor,Trainer,Finance,2018-03-16,whitneylee@example.net,Grant Martin,Workforce Center,0,Technology
EMP_000264,Sally Wells,Case Worker,Health,2023-06-17,grahamcharles@example.net,Melissa Vincent,Workforce Center,0,Healthcare
EMP_000265,Nicholas Ho,Administrator,Operations,2020-08-14,mark89@example.com,Tricia Vargas,None,0,Education
EMP_000266,Trevor Rose,Administrator,Finance,2024-07-27,rubenjacobs@example.com,Brooke Little,Workforce Center,1,Education
EMP_000267,Michelle Vazquez,Manager,Finance,2016-07-22,jennifer80@example.org,Marcus Barker,Workforce Center,1,Education
EMP_000268,Natasha Wilson,Case Worker,Health,2023-02-01,youngjohn@example.com,Mary Hooper,Online Portal,0,Healthcare
EMP_000269,Victor Higgins,Manager,Health,2024-10-21,james25@example.com,Cynthia Smith DVM,None,0,Technology
EMP_000270,Leah Williams,Case Worker,Education,2018-12-09,dfoster@example.net,Kevin Hernandez,Workforce Center,1,Education
EMP_000271,Shirley Jordan,Manager,Education,2025-03-11,kimberlygarrett@example.com,Stacey Morales,Workforce Center,0,Technology
EMP_000272,John Hunt,Manager,Finance,2019-01-10,juanrandolph@example.com,Miss Brenda Allen DDS,Online Portal,1,Healthcare
EMP_000273,Rodney Hoffman,Administrator,Health,2019-03-30,shawn59@example.net,Steven Andrews,Workforce Center,0,Education
EMP_000274,Crystal Johnston,Administrator,Health,2016-02-17,laura51@example.org,Billy Pearson,None,0,Education
EMP_000275,Terry Freeman,Mentor,Education,2016-02-19,samantha97@example.net,Katherine Hoffman,Workforce Center,0,Technology
EMP_000276,Jason Alvarado,Manager,Finance,2024-05-03,katie96@example.com,Terri Wolfe,Online Portal,1,Technology
EMP_000277,George King,Mentor,Operations,2019-11-20,ryancampbell@example.net,Heather Evans,Workforce Center,0,Technology
EMP_000278,Brian Frazier,Case Worker,Finance,2021-05-19,thomasstacey@example.com,Jill Knight,None,0,Retail
EMP_000279,Latoya Cook,Manager,Health,2017-03-24,sean37@example.org,David Miller,Workforce Center,0,Technology
EMP_000280,Gregory Becker,Mentor,Operations,2020-09-05,brendaanthony@example.net,Tonya Bernard DDS,Workforce Center,0,Healthcare
EMP_000281,Nicholas Snyder,Manager,Education,2017-11-04,allengregory@example.org,Cathy Jackson,None,1,Technology
EMP_000282,Jennifer Rodriguez,Administrator,Finance,2020-01-11,lopezjoel@example.net,Christian Baker,Online Portal,0,Education
EMP_000283,Jorge Young,Administrator,Health,2020-09-14,tinamoore@example.net,Kristin Banks,Workforce Center,0,Education
EMP_000284,Todd Simon,Manager,Finance,2023-12-03,cynthiabarton@example.net,Christina Terry,None,0,Retail
EMP_000285,Cody Pena,Trainer,Health,2021-05-05,kevinwang@example.org,Donald Farmer,Workforce Center,0,Technology
EMP_000286,Barry Decker,Case Worker,Health,2020-04-26,justintorres@example.net,Judith Cook,Workforce Center,1,Retail
EMP_000287,Dominic Adams,Mentor,Education,2022-08-26,aimeeryan@example.com,Janice Hopkins,Online Portal,0,Retail
EMP_000288,Adam Taylor,Case Worker,Finance,2017-11-29,jameswhite@example.net,Kara Holt,None,0,Education
EMP_000289,Susan Sanchez,Manager,Health,2018-08-16,pamelamcdonald@example.org,Julia Lewis,None,1,Education
EMP_000290,Michael Stephens,Case Worker,Health,2024-08-21,julia19@example.net,Joseph Nichols,None,0,Education
EMP_000291,Edward Paul,Manager,Health,2024-04-01,newtonwilliam@example.com,Taylor Martinez,Online Portal,1,Education
EMP_000292,Robert Aguirre,Manager,Education,2025-10-21,xwalker@example.net,Eric Newman,Workforce Center,0,Technology
EMP_000293,Ashley Webb,Mentor,Finance,2023-06-03,dtaylor@example.net,Alejandra Delacruz,Workforce Center,0,Retail
EMP_000294,Ashley Martin,Administrator,Finance,2018-12-13,amymurphy@example.com,Katherine Hunter,Workforce Center,1,Technology
EMP_000295,Troy Sandoval,Case Worker,Health,2016-04-06,denise85@example.com,Rick Reid,None,1,Technology
EMP_000296,Gregory Joyce,Administrator,Education,2024-08-10,shughes@example.net,Melanie Bolton,Online Portal,1,Retail
EMP_000297,Jackie Garrison MD,Mentor,Operations,2019-01-10,milestimothy@example.org,Judy Estrada,Online Portal,1,Retail
EMP_000298,Curtis Rodriguez,Administrator,Health,2019-06-26,wdowns@example.org,Russell Turner,None,1,Education
EMP_000299,Melissa Mitchell,Trainer,Operations,2023-03-07,miguel50@example.org,Jill Bridges,None,0,Healthcare
EMP_000300,Paul Sherman,Administrator,Operations,2017-03-01,thomas03@example.net,Troy Ortega,Workforce Center,0,Healthcare
EMP_000301,Brenda Castro,Administrator,Education,2020-07-30,stephanie85@example.org,Michael Bender,Online Portal,0,Retail
EMP_000302,Eduardo Manning,Case Worker,Operations,2016-06-03,matthew96@example.com,Brandy Hendrix,Workforce Center,0,Education
EMP_000303,Mike Richardson,Administrator,Operations,2024-09-09,ymason@example.com,Mr. Jeremy Adkins,Workforce Center,0,Technology
EMP_000304,Raymond Short,Case Worker,Operations,2025-02-01,joshuakennedy@example.net,Samantha Gomez,Workforce Center,1,Retail
EMP_000305,Kimberly Morris,Manager,Education,2024-11-06,timothyhawkins@example.com,Thomas Rice,Workforce Center,0,Retail
EMP_000306,Joshua Schneider,Mentor,Health,2022-07-31,morrisonstephanie@example.net,Janice Williams,Workforce Center,0,Retail
EMP_000307,Kara Harris,Administrator,Operations,2022-11-14,gregory30@example.org,Crystal Elliott,Online Portal,1,Healthcare
EMP_000308,Anna Johnson,Trainer,Education,2019-01-27,woodvincent@example.com,Kayla Lutz,None,0,Education
EMP_000309,Jacqueline Allen,Administrator,Education,2025-03-27,jennifer70@example.org,Dennis Nunez,Workforce Center,0,Technology
EMP_000310,Jack Thornton,Administrator,Finance,2017-01-14,anthony22@example.net,Michelle Miller,None,0,Technology
EMP_000311,Lynn Klein,Case Worker,Education,2021-10-13,jordansmith@example.org,Kenneth Haynes,Workforce Center,0,Education
EMP_000312,David Peterson,Mentor,Finance,2024-02-18,hturner@example.net,Tara Sullivan,Online Portal,1,Retail
EMP_000313,Steven Hall,Mentor,Operations,2023-04-16,lisahinton@example.org,Brandon Reed,Workforce Center,1,Education
EMP_000314,Jeffrey Martinez,Administrator,Health,2016-02-23,wbartlett@example.com,Carl Anderson,None,0,Healthcare
EMP_000315,Charles Mcpherson,Manager,Health,2016-12-29,alancoleman@example.net,Amber Taylor,Online Portal,0,Education
EMP_000316,Brenda White,Manager,Operations,2020-10-22,shelia01@example.net,Stephanie Edwards,Online Portal,1,Technology
EMP_000317,Randy Jones,Trainer,Health,2020-05-09,william97@example.net,Laura Johnston,Workforce Center,1,Retail
EMP_000318,Dawn Bailey,Trainer,Operations,2019-05-11,mcollier@example.com,Austin Hayden,Workforce Center,0,Technology
EMP_000319,Kelly Brown,Mentor,Education,2021-11-26,rebekahrodriguez@example.org,Barbara Garcia,Online Portal,1,Retail
EMP_000320,Kimberly Baldwin,Case Worker,Education,2017-06-11,lynnyvonne@example.org,Carlos Torres,Online Portal,1,Retail
EMP_000321,Shelby Flores,Mentor,Operations,2018-09-15,reedamy@example.org,Jeffrey Bridges,None,1,Education
EMP_000322,Jonathan Hood,Case Worker,Health,2024-03-06,amyvelez@example.net,Melissa Gaines,Online Portal,0,Retail
EMP_000323,Alexandra Berry,Manager,Health,2023-05-02,colleen96@example.com,Jasmine Evans,Workforce Center,1,Healthcare
EMP_000324,Kyle Weber,Trainer,Education,2020-01-31,danielle66@example.net,Steven Parker,Workforce Center,1,Education
EMP_000325,Shannon Moreno,Manager,Operations,2022-02-20,heathermcguire@example.net,Justin Sheppard,Online Portal,0,Healthcare
EMP_000326,Cassandra Walker,Administrator,Education,2021-01-26,robert37@example.net,James Ortiz,Online Portal,1,Education
EMP_000327,Jennifer Burnett,Mentor,Education,2025-07-09,vross@example.org,Barbara Williams,Workforce Center,1,Education
EMP_000328,John Chandler,Administrator,Education,2022-12-16,hwatson@example.com,Dominic Arnold,None,0,Healthcare
EMP_000329,James Stewart,Mentor,Operations,2022-12-01,eruiz@example.org,Anna Walker,Workforce Center,0,Retail
EMP_000330,Amy Smith,Administrator,Operations,2024-08-03,steven61@example.org,Cheryl Leonard,Online Portal,0,Healthcare
EMP_000331,Robin Vaughan,Case Worker,Operations,2023-11-09,alishataylor@example.org,Kimberly Roth,None,0,Education
EMP_000332,David Martin,Case Worker,Education,2022-01-20,susan66@example.net,Ryan Fitzpatrick,Workforce Center,0,Technology
EMP_000333,Jasmine Gonzales,Trainer,Operations,2016-10-19,sonyajones@example.com,Christopher Dean,None,0,Education
EMP_000334,Christine Hall,Trainer,Operations,2018-03-20,campbellbridget@example.net,Mrs. Helen Herrera,Online Portal,0,Education
EMP_000335,Lauren Leach,Mentor,Education,2022-07-06,lewisdevin@example.com,Joshua Davis,None,1,Healthcare
EMP_000336,Marissa Miller,Trainer,Health,2020-05-11,jaredolson@example.org,Mr. Brandon Brewer,None,0,Retail
EMP_000337,Jennifer Gutierrez,Administrator,Operations,2022-12-05,todd39@example.net,Edwin Lam,None,0,Technology
EMP_000338,Jennifer Scott,Trainer,Health,2022-06-11,ryan83@example.org,Christina Howard,Workforce Center,1,Technology
EMP_000339,Alan Boyd,Case Worker,Education,2018-11-04,scharles@example.org,Olivia Solomon,Workforce Center,0,Healthcare
EMP_000340,Jessica Allen,Case Worker,Operations,2022-10-07,popejennifer@example.org,Michael Davis,None,1,Retail
EMP_000341,Eric Davies,Manager,Health,2020-05-18,hollywagner@example.com,Stacy Williams,Online Portal,1,Technology
EMP_000342,Michael Lewis,Manager,Operations,2022-05-12,rushmichele@example.org,Geoffrey Rogers,None,1,Retail
EMP_000343,Christopher Brown,Mentor,Education,2019-09-16,suarezbrandon@example.net,Mercedes Becker,Online Portal,1,Technology
EMP_000344,Joseph Henry,Case Worker,Operations,2022-12-15,jorge11@example.net,Paul Pratt,None,1,Retail
EMP_000345,Kylie Ford,Administrator,Health,2016-04-06,shellybarnes@example.net,Eric Herrera,None,0,Education
EMP_000346,Dawn Holland,Administrator,Finance,2022-01-28,joneskathy@example.org,Paul Rodriguez,Online Portal,1,Retail
EMP_000347,Juan Myers,Trainer,Operations,2018-08-28,sandersjulie@example.net,Tammy Wilkerson,Online Portal,1,Technology
EMP_000348,Alison Gonzalez,Administrator,Operations,2022-01-31,lisa88@example.org,James Lin,Workforce Center,0,Education
EMP_000349,Katherine Herrera,Mentor,Education,2018-04-03,ztaylor@example.com,Taylor Collins,Workforce Center,0,Education
EMP_000350,Mr. Robert Robinson MD,Manager,Education,2025-11-12,guerreromelissa@example.com,Margaret Maldonado,Online Portal,1,Education
EMP_000351,Kevin Rasmussen,Manager,Operations,2017-11-11,philipstewart@example.org,Patricia Wiggins,Online Portal,0,Healthcare
EMP_000352,Timothy Davis,Mentor,Finance,2024-02-05,frank44@example.net,Christine Walton,Online Portal,1,Education
EMP_000353,Jacob Krueger,Trainer,Education,2019-02-04,wbrown@example.org,Sharon Atkinson,None,0,Technology
EMP_000354,Diana Miller,Case Worker,Education,2021-10-06,kruegeraaron@example.org,Robert Ford,Workforce Center,1,Education
EMP_000355,Jason Morris Jr.,Manager,Health,2021-12-23,sextonkayla@example.org,Christine White,Workforce Center,0,Education
EMP_000356,Dr. Leonard Jennings DVM,Mentor,Finance,2022-10-22,umcgrath@example.net,Alex Schultz,None,0,Technology
EMP_000357,Joseph Diaz DDS,Administrator,Health,2018-07-10,wnovak@example.com,James Ballard,Online Portal,0,Retail
EMP_000358,Jordan Lee,Administrator,Operations,2022-12-15,woliver@example.net,Anthony Sullivan,Online Portal,0,Education
EMP_000359,Kristina Green,Trainer,Finance,2024-07-05,npotter@example.com,Michelle Oconnor,None,1,Healthcare
EMP_000360,Blake Brown,Administrator,Health,2018-03-31,leslieturner@example.net,Timothy Huynh,Online Portal,0,Retail
EMP_000361,Thomas Hudson,Administrator,Finance,2023-03-14,alawrence@example.com,Stephen Carey,None,1,Technology
EMP_000362,Curtis Hurst,Case Worker,Health,2017-10-11,brandon20@example.org,Ashley Woods,None,0,Retail
EMP_000363,Kathy Bush,Mentor,Operations,2017-12-09,david68@example.com,Kathleen Lawrence,Workforce Center,0,Retail
EMP_000364,Charles Stephenson,Manager,Health,2019-03-06,ramseydavid@example.net,Kelly Ferguson,None,0,Healthcare
EMP_000365,Greg Potter,Administrator,Operations,2025-07-03,vrobertson@example.net,Michael Sullivan,None,0,Healthcare
EMP_000366,Nicole Spencer,Trainer,Health,2024-05-19,charlesrobertson@example.org,Jessica Robinson,Workforce Center,0,Technology
EMP_000367,Joy Henry,Administrator,Health,2022-06-10,jill95@example.org,Courtney Curtis,Online Portal,0,Education
EMP_000368,Christian Serrano,Manager,Finance,2021-05-11,katie46@example.org,Sandy Gomez,Online Portal,1,Technology
EMP_000369,Jeanette Kelly,Case Worker,Education,2018-09-27,watkinsjennifer@example.com,Maureen Hall,None,1,Education
EMP_000370,James Nguyen,Administrator,Finance,2017-01-17,kmurphy@example.com,Emily Ross,None,0,Technology
EMP_000371,Angela Young,Case Worker,Finance,2016-03-19,rebeccalowery@example.org,Christopher Archer,Workforce Center,0,Healthcare
EMP_000372,Matthew Lucas,Mentor,Education,2024-07-24,vramirez@example.org,Belinda Olson,None,1,Education
EMP_000373,Victoria Garcia,Administrator,Finance,2021-02-21,rebeccagordon@example.net,Matthew Brown,None,0,Technology
EMP_000374,Jodi Perez,Mentor,Finance,2025-10-11,cassandrabrennan@example.net,Christopher Villanueva,Workforce Center,0,Education
EMP_000375,Cynthia Pearson,Manager,Finance,2020-08-26,ajones@example.net,Amy Torres,Workforce Center,1,Healthcare
EMP_000376,Gerald Willis,Administrator,Operations,2017-12-22,sean71@example.com,Mrs. Amber Butler,Workforce Center,0,Healthcare
EMP_000377,Beth Wong,Trainer,Operations,2019-06-23,wooddiamond@example.com,Julie Gonzalez,None,1,Education
EMP_000378,Angela Mckenzie,Administrator,Operations,2016-07-03,davisjulie@example.net,Nicholas Rivera,None,1,Technology
EMP_000379,Stephanie Miller,Trainer,Finance,2018-08-17,garzarobert@example.org,Anna Flowers,None,1,Retail
EMP_000380,Robert Jones,Manager,Education,2018-05-03,bradleykevin@example.com,James Alexander,Workforce Center,0,Retail
EMP_000381,Adrian West,Mentor,Health,2025-01-07,jacksoneric@example.com,Jason Singleton,None,1,Technology
EMP_000382,John King,Mentor,Health,2022-08-09,bridgetmartin@example.net,Matthew Williams,None,0,Technology
EMP_000383,Sara Burns,Mentor,Education,2022-11-29,ramirezjoseph@example.org,Allison Baker,Online Portal,0,Education
EMP_000384,Heather Patrick,Manager,Health,2021-07-31,kjackson@example.org,Lawrence Anderson,Online Portal,1,Retail
EMP_000385,Teresa Johnson,Administrator,Health,2023-07-01,jdougherty@example.org,Michael Simon,Online Portal,1,Education
EMP_000386,Jennifer Hartman,Case Worker,Finance,2024-04-04,alexanderallison@example.net,Ashley Woodard,None,0,Education
EMP_000387,Andrew Snow,Case Worker,Education,2025-08-10,rachel55@example.net,Anna Mitchell,Online Portal,1,Retail
EMP_000388,Alexis Howard,Mentor,Health,2020-04-25,owatkins@example.com,Bryan Bell,Online Portal,1,Retail
EMP_000389,Mercedes Wright,Case Worker,Education,2020-12-15,goodmanerin@example.net,David Gray,Online Portal,0,Retail
EMP_000390,Mr. Thomas Taylor II,Manager,Health,2021-12-15,caitlin25@example.net,Joshua Allen,None,0,Technology
EMP_000391,Miss Jessica Wilson,Trainer,Operations,2017-05-04,rbarrera@example.net,Jessica Navarro,Online Portal,1,Technology
EMP_000392,Michael Holmes DDS,Case Worker,Operations,2020-11-06,mccallbryan@example.org,Nathan Sparks,Online Portal,1,Technology
EMP_000393,Melissa Owen,Case Worker,Health,2022-08-30,churchkristen@example.org,Lindsey Torres,Online Portal,1,Technology
EMP_000394,Gerald Rogers,Case Worker,Health,2024-12-01,davidkelley@example.com,Randall Davidson,None,0,Healthcare
EMP_000395,Andrew Galvan,Mentor,Health,2023-06-08,jennifer36@example.net,Rebecca Lyons,Workforce Center,0,Technology
EMP_000396,Donna Baker,Mentor,Operations,2016-10-12,andreamitchell@example.com,Timothy Lee,Online Portal,0,Healthcare
EMP_000397,James Clark,Case Worker,Health,2018-10-09,benjamin06@example.net,David Davidson,Workforce Center,1,Retail
EMP_000398,Mason Brown,Administrator,Health,2019-10-13,nguyenchristopher@example.org,Ms. Sandra Turner,Online Portal,1,Healthcare
EMP_000399,Jill Krueger,Manager,Education,2024-05-06,stewartnicole@example.org,Denise Ashley,None,1,Education
EMP_000400,Tanya Morgan,Mentor,Operations,2021-11-21,ajennings@example.org,Michael Mora,Online Portal,0,Healthcare
EMP_000401,Justin King,Case Worker,Operations,2018-02-23,elizabeth56@example.net,Elizabeth Larson,Workforce Center,1,Retail
EMP_000402,Travis Klein,Mentor,Finance,2016-08-02,georgejoshua@example.org,Dustin Taylor,Workforce Center,0,Education
EMP_000403,Angela Chapman,Mentor,Education,2020-09-18,mejiarobert@example.net,Michael Smith,None,1,Healthcare
EMP_000404,Rachael Day,Mentor,Finance,2020-07-29,johnsonhenry@example.org,Stephen Howard,None,0,Technology
EMP_000405,Gregory Vazquez,Case Worker,Education,2018-03-29,timothytodd@example.net,Jessica Taylor,None,1,Education
EMP_000406,Elizabeth Wood,Manager,Education,2017-10-12,smithbethany@example.com,Monique Brown,Online Portal,0,Retail
EMP_000407,Cynthia Mitchell,Manager,Education,2022-08-27,yolanda36@example.org,Paul Dalton,Online Portal,1,Retail
EMP_000408,Angela Buck,Mentor,Operations,2021-10-09,glennmoore@example.net,Sheila Fuentes,None,0,Technology
EMP_000409,Jennifer Smith,Manager,Health,2023-04-17,matthew50@example.net,Donald Snyder,Workforce Center,0,Technology
EMP_000410,Courtney Morris,Manager,Operations,2018-12-02,nathan03@example.net,Russell Green,Online Portal,1,Healthcare
EMP_000411,Laura Curry,Trainer,Finance,2025-08-02,bryan12@example.com,Christy Wallace,Online Portal,0,Healthcare
EMP_000412,Courtney Cole,Administrator,Education,2021-11-10,kimberlydixon@example.com,Sharon Moses,None,0,Technology
EMP_000413,Susan Murphy,Mentor,Operations,2020-06-04,elizabeth44@example.org,Nathaniel Mullins,None,0,Healthcare
EMP_000414,Kayla Jackson,Manager,Health,2017-11-21,panderson@example.net,Elizabeth Hampton,Online Portal,1,Retail
EMP_000415,Judy Flores,Trainer,Education,2020-09-20,michaeljohnson@example.org,Lindsey Franklin,Workforce Center,1,Healthcare
EMP_000416,James Fisher,Trainer,Education,2020-01-04,iholmes@example.net,David Patton,None,0,Education
EMP_000417,Jeremy Cohen,Manager,Operations,2019-07-31,danielaaron@example.com,Pamela Brooks,Online Portal,0,Healthcare
EMP_000418,Mitchell Ray,Case Worker,Operations,2016-05-14,lynn02@example.org,Nicole Hall,Online Portal,0,Technology
EMP_000419,Jill Chaney,Administrator,Operations,2016-07-12,ylucas@example.com,Matthew Edwards,None,1,Healthcare
EMP_000420,Timothy Perry,Mentor,Finance,2017-01-08,nortonchad@example.org,Janice Reed,Online Portal,1,Technology
EMP_000421,John Carlson,Case Worker,Health,2019-05-15,joseph96@example.com,Lori Wilson,Online Portal,1,Healthcare
EMP_000422,Steven Hubbard,Administrator,Finance,2018-08-23,dburke@example.net,Barbara Davila,Workforce Center,1,Healthcare
EMP_000423,Leah Guerrero,Case Worker,Health,2015-12-30,vwilliams@example.com,Christine Parsons,None,1,Technology
EMP_000424,Dr. Charles Evans,Mentor,Operations,2019-11-26,nicole35@example.com,Kimberly Hughes,Online Portal,0,Healthcare
EMP_000425,Mikayla Adams,Case Worker,Finance,2023-12-10,kathryn25@example.net,Shawn Duffy,Online Portal,1,Retail
EMP_000426,Nicole Parker,Administrator,Health,2024-09-07,davidholland@example.com,Julie Lawson,Workforce Center,1,Retail
EMP_000427,Donna Smith,Mentor,Health,2016-05-19,erhodes@example.org,Kyle Williams,Workforce Center,1,Retail
EMP_000428,Benjamin Williams,Case Worker,Finance,2021-10-16,toddduncan@example.net,Henry Yang,Online Portal,0,Technology
EMP_000429,Jacob Watts,Mentor,Operations,2022-02-02,gatesjoseph@example.com,Anthony Baldwin,Online Portal,0,Retail
EMP_000430,Jacob Calhoun,Case Worker,Operations,2019-04-02,elizabeth34@example.org,William Carter,Online Portal,1,Technology
EMP_000431,Kelly Flynn,Administrator,Health,2025-08-10,vli@example.com,Jessica Kim,Workforce Center,0,Healthcare
EMP_000432,Courtney Fletcher,Manager,Finance,2022-04-23,parkerisaac@example.org,Veronica Simpson,Online Portal,1,Healthcare
EMP_000433,Jonathan Silva,Manager,Operations,2023-11-29,yjackson@example.com,Aaron Hill,Workforce Center,1,Education
EMP_000434,Jeremy Hall,Trainer,Finance,2023-11-07,usmith@example.net,Brian Kelly,Online Portal,1,Healthcare
EMP_000435,Edward Skinner,Trainer,Operations,2018-12-04,james04@example.com,Amy Ross,Online Portal,1,Healthcare
EMP_000436,Alyssa Hill,Mentor,Education,2016-07-19,shendricks@example.com,Jean Lucas,None,0,Healthcare
EMP_000437,Matthew Wilkerson,Mentor,Operations,2017-01-28,bowmanchristina@example.org,Jill Jones,None,0,Education
EMP_000438,Martha Escobar,Manager,Finance,2019-03-09,kimberly59@example.org,Jay English,None,0,Technology
EMP_000439,Travis Franklin,Trainer,Health,2017-02-12,sandra70@example.net,Dr. Jennifer Rivera,Workforce Center,0,Education
EMP_000440,Alexander Silva,Administrator,Operations,2017-05-21,tmcmillan@example.org,Amanda Lewis,None,1,Technology
EMP_000441,Francisco Hensley,Mentor,Health,2017-04-15,jonathonjohnson@example.org,Denise Ross,None,0,Technology
EMP_000442,Brian Hurley,Trainer,Health,2018-11-01,brett03@example.com,Elizabeth Ferrell,Online Portal,1,Education
EMP_000443,Stacey Smith,Manager,Operations,2017-06-08,hferrell@example.net,Shannon Larsen,Workforce Center,0,Retail
EMP_000444,Amanda Ramirez,Trainer,Education,2018-09-14,whitakertimothy@example.net,Caroline Henderson,Workforce Center,0,Healthcare
EMP_000445,Jerome Herrera,Manager,Health,2019-08-13,williamsmichael@example.net,Andrew Vargas,Workforce Center,0,Education
EMP_000446,David Bush,Case Worker,Operations,2016-07-20,jonathon63@example.net,Chad Gross,None,0,Education
EMP_000447,Lisa Romero,Mentor,Finance,2023-10-16,scottjohnson@example.org,Melissa Hurst,Workforce Center,1,Healthcare
EMP_000448,Cathy Stephens,Manager,Education,2021-03-04,coltonallen@example.com,Ricardo Mcdonald,Online Portal,1,Healthcare
EMP_000449,Jonathan Perez,Case Worker,Education,2017-07-15,shaun18@example.net,Roger Dickerson Jr.,Workforce Center,1,Education
EMP_000450,Mackenzie Moss,Administrator,Health,2025-03-29,gomezanne@example.net,Kelsey Hall,None,0,Retail
EMP_000451,Kristin Webster,Case Worker,Finance,2017-11-08,gcastillo@example.net,Samuel Johnson,None,0,Retail
EMP_000452,Jessica Flowers,Case Worker,Operations,2017-09-26,hesterkevin@example.com,Joshua Henderson,Online Portal,1,Education
EMP_000453,Emily Henry,Manager,Finance,2021-10-21,monica57@example.com,Mark Mccoy,None,1,Healthcare
EMP_000454,John Palmer,Case Worker,Operations,2023-09-25,summeryoung@example.org,Matthew Nguyen,None,1,Education
EMP_000455,Danielle Gill,Mentor,Education,2017-10-27,rachel49@example.com,Pamela Osborne,Workforce Center,1,Education
EMP_000456,Jessica Wood,Manager,Education,2017-04-12,xbarnes@example.org,David Smith,None,0,Healthcare
EMP_000457,Steven Johns,Case Worker,Health,2023-09-16,daniellehill@example.org,Anthony Price,None,0,Retail
EMP_000458,Lorraine Garcia,Case Worker,Education,2016-11-16,christopher97@example.net,Mary Hernandez,None,1,Technology
EMP_000459,Joshua Palmer,Administrator,Finance,2025-09-28,aaron00@example.org,Amy Stewart,Workforce Center,1,Healthcare
EMP_000460,William Hardin,Mentor,Operations,2020-11-08,gregorycalvin@example.net,Barbara Lloyd,Online Portal,0,Education
